;Model;NoiseLevel;NoiseType;OutOfBag;KFold_tr_samples;KFold_vl_samples;Variable;Fold_nr;ExplVar;Max_err;Mean_abs_Err;Mean_sqr_err;Median_abs_err;r2;MAPE;ModelName
101;GPR;0,5;Inverted;200;1620;180;cab;4;-0,07555820114775536;78,8179027096804;31,059993150181583;1267,714922099459;29,986766158969452;-0,08842725276177044;67,46461768704317;Not stored
102;ANN;0,5;Inverted;200;1620;180;cab;4;-0,03207151275683584;72,89477426181752;30,406007301793426;1230,4832416580853;29,582156992292667;-0,05646109463578042;62,862718042939214;Not stored
103;MTN;0,5;Inverted;200;1620;180;cab;4;-0,007008382721829687;77,900538086797;30,418338052060758;1217,058818494967;30,68266946939327;-0,04493523202374594;62,89226581935321;Not stored
104;RFR;0,5;Combined;200;1620;180;cw;4;-0,006891764961585611;0,004177045028273461;0,0019851712315425213;5,505072782055079e-06;0,0019260059908925205;-0,008271456366120367;45,790417472290855;Not stored
105;GPR;0,5;Combined;200;1620;180;cw;4;-0,03126697320760741;0,0050187948506767045;0,002007004303584527;5,640955984850996e-06;0,0019094833626546038;-0,03315889386292059;46,24284897402098;Not stored
106;ANN;0,5;Combined;200;1620;180;cw;4;-0,08076868426363215;0,0069440592402260255;0,0020404216703413247;5,921366166795934e-06;0,0019802061782559174;-0,0845169037789979;46,83852050693291;Not stored
107;MTN;0,5;Combined;200;1620;180;cw;4;-0,04201914742319435;0,0051428424982022;0,001999650756102809;5,694120091438223e-06;0,001889915058313305;-0,04289606779272592;46,055720716228116;Not stored
108;RFR;0,5;Inverted;200;1620;180;cw;4;-0,010088049794620302;0,0047805641217213545;0,0019922415550020483;5,522084203661277e-06;0,0018741218270426582;-0,011387151928520689;45,999794757030216;Not stored
109;GPR;0,5;Inverted;200;1620;180;cw;4;-0,08935783201335212;0,0052350854676699475;0,0020593494008916613;5,958327494032485e-06;0,001992075234291683;-0,09128648752791779;47,515716890893266;Not stored
110;ANN;0,5;Inverted;200;1620;180;cw;4;-0,12639848271697063;0,005975116588700886;0,002100852341114271;6,1591561700069815e-06;0,0020029002503650314;-0,12806889343269412;47,6599928035141;Not stored
111;MTN;0,5;Inverted;200;1620;180;cw;4;-0,13074843065838704;0,0054626091845010605;0,00209793701664025;6,24022847325552e-06;0,0019390753293898224;-0,14291754167106374;49,485688864130154;Not stored
112;RFR;0,5;Combined;200;1620;180;cm;4;0,00925395525443462;0,004197204295611032;0,0020070732194287203;5,569519988774663e-06;0,0020504178614074654;-0,00043732093342541134;42,9495891794146;Not stored
113;GPR;0,5;Combined;200;1620;180;cm;4;-0,0026181482647962273;0,0048988990323703355;0,002010068792048641;5,636911185897081e-06;0,002017290319855279;-0,012542613461243635;42,910191833425884;Not stored
114;ANN;0,5;Combined;200;1620;180;cm;4;-0,0025660585057407648;0,0049167611984744395;0,0020101948038949683;5,584946639337437e-06;0,0019178918519823038;-0,0032083670902041117;43,355355149355795;Not stored
115;MTN;0,5;Combined;200;1620;180;cm;4;-0,08974936313323778;0,005160269136960688;0,00210466359068836;6,09189871093087e-06;0,0020061567406086693;-0,0942707518861634;44,935736776762084;Not stored
116;RFR;0,5;Inverted;200;1620;180;cm;4;-0,010717006038746035;0,004423094997306713;0,0020350007051937106;5,709365854728851e-06;0,0020729260169258666;-0,025557443270862512;43,31486494864871;Not stored
117;GPR;0,5;Inverted;200;1620;180;cm;4;-0,10345433792778502;0,006381317112056373;0,002105741603858324;6,258554739386098e-06;0,002056601047152787;-0,12420670883778473;44,17420195629494;Not stored
118;ANN;0,5;Inverted;200;1620;180;cm;4;-0,09049865361346021;0,006318490766746759;0,0021082501469705003;6,314261995403537e-06;0,0019428660754597232;-0,13421324765602494;43,05818409968119;Not stored
119;MTN;0,5;Inverted;200;1620;180;cm;4;-0,08752265025011563;0,005858764262865518;0,0020974601140426085;6,287608751429134e-06;0,0019699693788203473;-0,12942559987853608;41,93316278689154;Not stored
120;RFR;0,5;Combined;200;1620;180;lai;4;0,04208629162783217;5,264482387263608;2,4250903788623805;7,796258413806476;2,3185298258081497;0,04184819717907051;89,07062630980518;Not stored
121;GPR;0,5;Combined;200;1620;180;lai;4;0,09159214612210309;5,89464467358567;2,3292531226263375;7,391503798457749;2,2578289213853746;0,09159210557873132;85,48638152229222;Not stored
122;ANN;0,5;Combined;200;1620;180;lai;4;0,05473473553134511;6,47543114761792;2,3299450664657098;7,695272438314239;2,371697563040528;0,05425926532762804;84,23310342413988;Not stored
123;MTN;0,5;Combined;200;1620;180;lai;4;-0,00964318434442446;7,110170028796588;2,4353207405686548;8,223387753192691;2,3171274463499607;-0,010645540822976862;86,8576361251735;Not stored
124;RFR;0,5;Inverted;200;1620;180;lai;4;0,06044559750472789;5,617892222482274;2,379964558932275;7,653116257197442;2,4902310186702676;0,05944021480277295;88,04556212285723;Not stored
125;GPR;0,5;Inverted;200;1620;180;lai;4;-0,00015320383553363293;6,150407133694332;2,4207281568311156;8,143518575323046;2,357727821496489;-0,0008297044686940147;86,00503215265225;Not stored
126;ANN;0,5;Inverted;200;1620;180;lai;4;-0,19348464352595784;10,307224124698942;2,5414977695944048;9,72783897526717;2,242701722029962;-0,19554098350533566;90,67007888597816;Not stored
127;MTN;0,5;Inverted;200;1620;180;lai;4;-0,13232864186987592;7,38215115120639;2,577749444043592;9,503112467891555;2,478635802458223;-0,16792233661668443;84,56577488734784;Not stored
128;RFR;0,5;Combined;200;1620;180;cab;5;0,12818659065542348;69,57337922587783;28,07706102428751;1123,5257628485074;27,096742075623705;0,12818626691400536;70,0748447964709;Not stored
129;GPR;0,5;Combined;200;1620;180;cab;5;0,11155509645516926;81,98519219010271;28,522531409235096;1145,7750932488025;28,066943348947987;0,11092162338169642;73,69125484475906;Not stored
130;ANN;0,5;Combined;200;1620;180;cab;5;-0,012047915523688335;81,65668615025322;30,640431154286485;1306,0753305780815;29,493494177725662;-0,013465331454383778;80,92821828040658;Not stored
131;MTN;0,5;Combined;200;1620;180;cab;5;0,11378538406868155;81,00416007236703;28,416473715481807;1142,1122022773268;25,869531823813663;0,11376388900418899;70,54622374463165;Not stored
132;RFR;0,5;Inverted;200;1620;180;cab;5;-0,04646044887051981;76,14771347578319;31,281084367518837;1348,9376949095865;31,541069353895303;-0,046724914004588225;85,13426239503843;Not stored
133;GPR;0,5;Inverted;200;1620;180;cab;5;-0,06177663936690081;75,87275914483925;31,523837905923802;1368,49362878902;30,611952814644834;-0,06189958314273647;84,72667110996441;Not stored
134;ANN;0,5;Inverted;200;1620;180;cab;5;-0,06871398636429138;97,8212552695071;30,95827881276303;1378,2825205258712;29,929397459061438;-0,06949539494347534;81,79486112416785;Not stored
135;MTN;0,5;Inverted;200;1620;180;cab;5;-0,06457067763881486;78,59316689060086;31,436891355825477;1371,9868269073431;31,119619261796526;-0,06461017349379627;83,67439885607418;Not stored
136;RFR;0,5;Combined;200;1620;180;cw;5;0,008867033371369626;0,004201489560084455;0,0020813322747176713;5,707143570960444e-06;0,002033073292899039;0,007609681837349225;45,10249015224203;Not stored
137;GPR;0,5;Combined;200;1620;180;cw;5;0,02566921991892046;0,004649551597063996;0,0020383855223950064;5,611024512995033e-06;0,0020186977807629862;0,024323405844775325;44,31172918412457;Not stored
138;ANN;0,5;Combined;200;1620;180;cw;5;-0,005277841469925049;0,005491757045972091;0,002057594730260212;5,782528806579514e-06;0,001912213138261142;-0,005498728180831858;45,21358078204576;Not stored
139;MTN;0,5;Combined;200;1620;180;cw;5;-0,032502655577785866;0,005510845402421445;0,002074239726120994;5,9581915146173035e-06;0,0021205539365176215;-0,036043950769230504;44,890934097571225;Not stored
140;RFR;0,5;Inverted;200;1620;180;cw;5;-0,010164314223857218;0,004262597039994542;0,002107126552731561;5,819809152186955e-06;0,0020343385099369955;-0,011981244973791494;45,648281529831706;Not stored
141;GPR;0,5;Inverted;200;1620;180;cw;5;-0,06983364677953796;0,005018100214696148;0,002148524214493068;6,166052886250323e-06;0,0020837180165901607;-0,07218805861649491;46,42106509555477;Not stored
